ticker,yahoo_ticker,country,company,sector,borsdata_ticker,ins_id
DSRT,DSRT.OL,Norway,Desert Control,,DSRT,2163.0
DETEC,DETEC.HE,Finland,Detection,,DETEC,982.0
DEVP B,DEVP-B.ST,Sweden,DevPort,,DEVP B,1565.0
DVYSR,DVYSR.ST,Sweden,Devyser Diagnostics,,DVYSR,2321.0
DEX,DEX.ST,Sweden,DexTech Medical,,DEX,449.0
DFDS,DFDS.CO,Denmark,DFDS,,DFDS,1192.0
DIAH,DIAH.ST,Sweden,Diadrom,,DIAH,283.0
DMYD B,DMYD-B.ST,Sweden,Diamyd Medical,,DMYD B,62.0
DICOT,DICOT.ST,Sweden,Dicot Pharma,,DICOT,1720.0
DIGIA,DIGIA.HE,Finland,Digia,,DIGIA,799.0
DWF,DWF.HE,Finland,Digital Workforce,,DWF,2340.0
DIGIGR,DIGIGR.HE,Finland,Digitalist Group,,DIGIGR,822.0
DIST,DIST.ST,Sweden,DistIT,,DIST,282.0
DMXSE SDB,DMXSESDB.ST,Sweden,District Metals,,DMXSE SDB,2569.0
DIV B,DIV-B.ST,Sweden,Dividend Sweden,,DIV B,2419.0
DIVIO B,DIVIO-B.ST,Sweden,Divio Technologies,,DIVIO B,1902.0
DIOS,DIOS.ST,Sweden,Diös Fastigheter,,DIOS,63.0
DJUR,DJUR.CO,Denmark,Djurslands Bank,,DJUR,1236.0
DLAB,DLAB.ST,Sweden,Dlaboratory,,DLAB,2128.0
DNB,DNB.OL,Norway,DNB Bank,,DNB,887.0
DNO,DNO.OL,Norway,DNO,,DNO,888.0
DOFG,DOFG.OL,Norway,DOF Group,,DOFG,2511.0
DDRIL,DDRIL.OL,Norway,Dolphin Drilling,,DDRIL,2480.0
DOM,DOM.ST,Sweden,Dometic,,DOM,910.0
DONE,DONE.ST,Sweden,Done.ai,,DONE,1579.0
DONKEY,DONKEY.CO,Denmark,DonkeyRepublic,,DONKEY,2158.0
DORO,DORO.ST,Sweden,Doro,,,
DBP B,DBP-B.ST,Sweden,Double Bond Pharma,,DBP B,876.0
DOV1V,DOV1V.HE,Finland,Dovre,,DOV1V,800.0
DOXA,DOXA.ST,Sweden,Doxa,,DOXA,401.0
DRIL,DRIL.ST,Sweden,Drillcon,,DRIL,287.0
DSV,DSV.CO,Denmark,DSV,,DSV,899.0
DUELL,DUELL.HE,Finland,Duell,,DUELL,2315.0
DUG,DUG.ST,Sweden,Dug Foodtech,,,
DUNI,DUNI.ST,Sweden,Duni,,DUNI,65.0
DURC B,DURC-B.ST,Sweden,Duroc,,DURC B,66.0
DUST,DUST.ST,Sweden,Dustin Group,,DUST,602.0
DYVOX,DYVOX.ST,Sweden,Dynavox Group,,DYVOX,2329.0
EAGLE,EAGLE.HE,Finland,Eagle Filters,,EAGLE,988.0
EAM,EAM.OL,Norway,EAM Solar,,EAM,1162.0
EAST,EAST.ST,Sweden,Eastnine,,EAST,67.0
EASY B,EASY-B.ST,Sweden,EasyFill,,EASY B,509.0
EATG,EATG.ST,Sweden,EatGood,,EATG,1432.0
ECC B,ECC-B.ST,Sweden,Ecoclime,,ECC B,460.0
ECOMB,ECOMB.ST,Sweden,ECOMB,,ECOMB,497.0
ECO B,ECO-B.ST,Sweden,EcoRub,,ECO B,498.0
ECOUP,ECOUP.HE,Finland,EcoUp,,ECOUP,2260.0
EDYOU,EDYOU.ST,Sweden,Edyoutec,,EDYOU,2241.0
ALBERT,ALBERT.ST,Sweden,eEducation Albert,,ALBERT,2254.0
EEZY,EEZY.HE,Finland,Eezy,,EEZY,1724.0
EFFH,EFFH.ST,Sweden,Effnetplattformen,,EFFH,1404.0
EGTX,EGTX.ST,Sweden,Egetis Therapeutics,,EGTX,332.0
EGNETY,EGNETY.CO,Denmark,EgnsINVEST,,EGNETY,1297.0
EIOF,EIOF.OL,Norway,Eidesvik Offshore,,EIOF,1056.0
ELAN B,ELAN-B.ST,Sweden,Elanders,,ELAN B,68.0
ELEAV,ELEAV.HE,Finland,Elecster,,ELEAV,817.0
SX651010PI,SX651010PI.ST,Sweden,Electricity,,SX651010PI,2471.0
ELUX A,ELUX-A.ST,Sweden,Electrolux A,,ELUX A,1609.0
ELUX B,ELUX-B.ST,Sweden,Electrolux B,,ELUX B,70.0
EPRO B,EPRO-B.ST,Sweden,Electrolux Professional B,,EPRO B,1930.0
EMGS,EMGS.OL,Norway,Electromagnetic Geoservices,,EMGS,1057.0
SX502020PI,SX502020PI.ST,Sweden,Electronic Equipment,,SX502020PI,2458.0
EKTA B,EKTA-B.ST,Sweden,Elekta,,EKTA B,71.0
ELIMP,ELIMP.OL,Norway,Elektroimportoren,,ELIMP,2064.0
ELIC,ELIC.ST,Sweden,Elicera Therapeutics,,ELIC,2187.0
ELISA,ELISA.HE,Finland,Elisa,,ELISA,676.0
ELK,ELK.OL,Norway,Elkem,,ELK,1682.0
ELABS,ELABS.OL,Norway,Elliptic Laboratories,,ELABS,2002.0
ELMRA,ELMRA.OL,Norway,Elmera,,ELMRA,1683.0
ELON,ELON.ST,Sweden,Elon,,ELON,69.0
ELO,ELO.OL,Norway,Elopak,,ELO,2216.0
ELTEL,ELTEL.ST,Sweden,Eltel,,ELTEL,596.0
EMB,EMB.ST,Sweden,EMB Mission Bound,,EMB,2206.0
EMART,EMART.ST,Sweden,EmbeddedArt,,EMART,447.0
EMBELL,EMBELL.ST,Sweden,Embellence,,EMBELL,2105.0
EMBLA,EMBLA.CO,Denmark,Embla Medical,,EMBLA,1212.0
EMBRAC B,EMBRAC-B.ST,Sweden,Embracer,,EMBRAC B,1374.0
EG7,EG7.ST,Sweden,Enad Global 7,,EG7,1576.0
PAMPALO,PAMPALO.HE,Finland,Endomines Finland,,PAMPALO,786.0
ENDUR,ENDUR.OL,Norway,Endur,,ENDUR,1131.0
ENEA,ENEA.ST,Sweden,Enea,,ENEA,73.0
ENENTO,ENENTO.HE,Finland,Enento,,ENENTO,782.0
ENERG,ENERG.OL,Norway,Energeia,,ENERG,2494.0
ESENSE,ESENSE.HE,Finland,Enersense,,ESENSE,1703.0
ENERS,ENERS.ST,Sweden,Enersize,,ENERS,1471.0
ENGCON B,ENGCON-B.ST,Sweden,Engcon,,ENGCON B,2401.0
ENRO,ENRO.ST,Sweden,Eniro,,ENRO,74.0
ENITY,ENITY.ST,Sweden,Enity,,ENITY,2581.0
ESG,ESG.CO,Denmark,Ennogie Solar,,ESG,1285.0
ERMA,ERMA.ST,Sweden,Enorama Pharma,,ERMA,1330.0
ENRAD,ENRAD.ST,Sweden,Enrad,,ENRAD,1518.0
ENSU,ENSU.OL,Norway,Ensurge Micropower,,ENSU,1008.0
ENTRA,ENTRA.OL,Norway,Entra,,ENTRA,1058.0
ENVAR,ENVAR.ST,Sweden,Envar,,ENVAR,2560.0
ENVIP,ENVIP.OL,Norway,Envipco,,ENVIP,2088.0
ENVI B,ENVI-B.ST,Sweden,Envirologic,,ENVI B,465.0
ENZY,ENZY.ST,Sweden,Enzymatica,,ENZY,484.0
EOLU B,EOLU-B.ST,Sweden,Eolus,,EOLU B,291.0
EPEN,EPEN.ST,Sweden,Ependion,,EPEN,30.0
EPI A,EPI-A.ST,Sweden,Epiroc A,,EPI A,1711.0
EPI B,EPI-B.ST,Sweden,Epiroc B,,EPI B,1712.0
EPIS B,EPIS-B.ST,Sweden,Episurf Medical,,EPIS B,293.0
EQV1V,EQV1V.HE,Finland,eQ Oyj,,EQV1V,802.0
EQL,EQL.ST,Sweden,EQL Pharma,,EQL,466.0
EQT,EQT.ST,Sweden,EQT,,EQT,1874.0
EQNR,EQNR.OL,Norway,Equinor,,EQNR,904.0
EQVA,EQVA.OL,Norway,EQVA,,EQVA,1140.0
ERIC A,ERIC-A.ST,Sweden,Ericsson A,,ERIC A,1610.0
ERIC B,ERIC-B.ST,Sweden,Ericsson B,,ERIC B,77.0
ERRIA,ERRIA.CO,Denmark,Erria,,ERRIA,1239.0
ESGR B,ESGR-B.ST,Sweden,ES Energy Save,,ESGR B,1973.0
ESSITY A,ESSITY-A.ST,Sweden,Essity A,,ESSITY A,1611.0
ESSITY B,ESSITY-B.ST,Sweden,Essity B,,ESSITY B,1470.0
ETTE,ETTE.HE,Finland,Etteplan,,ETTE,803.0
BAT,BAT.ST,Sweden,Eurobattery Minerals,,BAT,772.0
EPR,EPR.OL,Norway,Europris,,EPR,1136.0
EVLI,EVLI.HE,Finland,Evli,,EVLI,2380.0
EVO,EVO.ST,Sweden,Evolution,,EVO,750.0
EWRK,EWRK.ST,Sweden,eWork,,EWRK,79.0
EXTX,EXTX.OL,Norway,EXACT Therapeutics,,EXTX,1959.0
EXALT,EXALT.ST,Sweden,Exalt,,EXALT,544.0
EXL1V,EXL1V.HE,Finland,Exel Composites,,EXL1V,808.0
EXPRS2,EXPRS2.ST,Sweden,ExpreS2ion Biotech,,EXPRS2,1355.0
EXS,EXS.ST,Sweden,Exsitec,,EXS,1968.0
EYEW,EYEW.ST,Sweden,Eye World,,EYEW,1360.0
FABG,FABG.ST,Sweden,Fabege,,FABG,80.0
FABLE,FABLE.ST,Sweden,Fable Media,,FABLE,549.0
FAG,FAG.ST,Sweden,Fagerhult,,FAG,81.0
FARON,FARON.HE,Finland,Faron Pharmaceuticals,,FARON,1893.0
FG,FG.ST,Sweden,Fasadgruppen,,FG,2046.0
BALD B,BALD-B.ST,Sweden,Fast Balder,,BALD B,83.0
FED,FED.CO,Denmark,Fast Ejendom,,FED,1244.0
FASTAT,FASTAT.ST,Sweden,Fastator,,FASTAT,393.0
EMIL PREF,EMILPREF.ST,Sweden,Fastighetsbolag Emilshus Pref,,EMIL PREF,2256.0
EMIL B,EMIL-B.ST,Sweden,Fastighetsbolaget Emilshus,,EMIL B,2408.0
FPAR A,FPAR-A.ST,Sweden,Fastpartner A,,FPAR A,82.0
FPAR D,FPAR-D.ST,Sweden,Fastpartner D,,FPAR D,1903.0
FASTPC,FASTPC.CO,Denmark,FastPassCorp,,FASTPC,1299.0
FOI B,FOI-B.ST,Sweden,Fenix Outdoor,,FOI B,85.0
FERRO,FERRO.ST,Sweden,Ferroamp,,FERRO,1788.0
FNM,FNM.ST,Sweden,Ferronordic,,FNM,1546.0
SX302010PI,SX302010PI.ST,Sweden,Finance & Credit Services,,SX302010PI,2447.0
SX3020PI,SX3020PI.ST,Sweden,Financial Services,,SX3020PI,1999.0
FINE,FINE.ST,Sweden,Finepart,,FINE,1392.0
FING B,FING-B.ST,Sweden,Fingerprint Cards,,FING B,86.0
FIA1S,FIA1S.HE,Finland,Finnair,,FIA1S,717.0
FIRE,FIRE.ST,Sweden,Firefly,,FIRE,295.0
FNMC SDB,FNMCSDB.ST,Sweden,First Nordic Metals,,,
FIRSTNORTHSEK,FIRSTNORTHSEK.ST,Sweden,First North All,,FIRSTNORTHSEK,2263.0
FIRST B,FIRST-B.ST,Sweden,First Venture,,FIRST B,2227.0
FFARMS,FFARMS.CO,Denmark,FirstFarms,,FFARMS,978.0
FSKRS,FSKRS.HE,Finland,Fiskars,,FSKRS,677.0
DFENS,DFENS.OL,Norway,Fjord Defence Group,,DFENS,1536.0
FLAT B,FLAT-B.ST,Sweden,Flat Capital,,FLAT B,2284.0
FFSB,FFSB.OL,Norway,Flekkefjord Sparebank,,FFSB,2530.0
FLMNG,FLMNG.ST,Sweden,Fleming Properties,,FLMNG,1877.0
FLERIE,FLERIE.ST,Sweden,Flerie,,FLERIE,1384.0
FLEXM,FLEXM.ST,Sweden,Flexion Mobile,,FLEXM,1713.0
FLEXQ,FLEXQ.ST,Sweden,Flexqube,,FLEXQ,1556.0
FLOWS,FLOWS.ST,Sweden,Flowscape,,FLOWS,1357.0
FLS,FLS.CO,Denmark,FLSmidth & Co.,,FLS,900.0
FLUG B,FLUG-B.CO,Denmark,Flugger,,FLUG B,1031.0
FLUI,FLUI.ST,Sweden,Fluicell,,FLUI,1690.0
FLUO,FLUO.ST,Sweden,FluoGuide,,FLUO,1840.0
FMM B,FMM-B.ST,Sweden,FM Mattsson,,FMM B,1425.0
FOAMIT,FOAMIT.HE,Finland,Foamit,,FOAMIT,1969.0
FODELIA,FODELIA.HE,Finland,Fodelia,,FODELIA,1888.0
FOM,FOM.CO,Denmark,Fom Technologies,,FOM,1948.0
FONDIA,FONDIA.HE,Finland,Fondia,,FONDIA,1526.0
SX4510PI,SX4510PI.ST,Sweden,Food & Beverage,,SX4510PI,1988.0
SX451020PI,SX451020PI.ST,Sweden,Food Producers,,SX451020PI,2454.0
FPIP,FPIP.ST,Sweden,Formpipe Software,,FPIP,87.0
FOBANK,FOBANK.CO,Denmark,Foroya Banki,,FOBANK,1220.0
FNOVA B,FNOVA-B.ST,Sweden,Fortinova,,FNOVA B,2034.0
FORTUM,FORTUM.HE,Finland,Fortum,,FORTUM,678.0
FRACTL,FRACTL.ST,Sweden,Fractal Gaming,,FRACTL,2076.0
FRAG,FRAG.ST,Sweden,Fragbite,,FRAG,2238.0
FRAM B,FRAM-B.ST,Sweden,Fram Skandinavien,,FRAM B,1539.0
FRAMERY,FRAMERY.HE,Finland,Framery Group,,FRAMERY,2606.0
F2M,F2M.ST,Sweden,Free2Move,,F2M,587.0
FREEM,FREEM.ST,Sweden,Freemelt,,FREEM,2233.0
FREETR,FREETR.CO,Denmark,Freetrailer,,FREETR,1717.0
FREJA,FREJA.ST,Sweden,Freja eID,,FREJA,601.0
FRILAN,FRILAN.ST,Sweden,Frilans,,FRILAN,2490.0
FRNT B,FRNT-B.ST,Sweden,Front Ventures,,FRNT B,1316.0
FRO,FRO.OL,Norway,Frontline,,FRO,895.0
FRWA B,FRWA-B.ST,Sweden,Frontwalker,,FRWA B,1423.0
FSECURE,FSECURE.HE,Finland,F-Secure,,FSECURE,2410.0
FSPORT,FSPORT.ST,Sweden,FSport,,FSPORT,2255.0
FXI,FXI.ST,Sweden,FX International,,FXI,560.0
FYNBK,FYNBK.CO,Denmark,Fynske Bank,,FYNBK,1245.0
G5EN,G5EN.ST,Sweden,G5 Entertainment,,G5EN,383.0
GABA,GABA.ST,Sweden,Gabather,,GABA,454.0
GABR,GABR.CO,Denmark,Gabriel Holding,,GABR,1246.0
THRILL,THRILL.ST,Sweden,Gamethrill,,THRILL,1783.0
GCOR,GCOR.ST,Sweden,Gaming Corps,,GCOR,751.0
GAPW B,GAPW-B.ST,Sweden,Gapwaves,,GAPW B,1383.0
GARO,GARO.ST,Sweden,Garo,,GARO,1011.0
GARPCO B,GARPCO-B.ST,Sweden,Garpco,,GARPCO B,2532.0
GPX,GPX.ST,Sweden,Gasporox,,GPX,1372.0
SX502030PI,SX502030PI.ST,Sweden,General Industrials,,SX502030PI,2459.0
GENI,GENI.ST,Sweden,Generic Sweden,,GENI,297.0
GEAN,GEAN.OL,Norway,Genetic Analysis,,GEAN,2271.0
GMAB,GMAB.CO,Denmark,Genmab,,GMAB,902.0
GPG,GPG.ST,Sweden,Genova Property,,GPG,1953.0
GENO,GENO.ST,Sweden,Genovis,,GENO,298.0
GENT,GENT.OL,Norway,Gentian Diagnostics,,GENT,1590.0
G2M,G2M.ST,Sweden,Gentoo Media,,G2M,1831.0
GERHSP,GERHSP.CO,Denmark,German High Street,,GERHSP,1247.0
GETI B,GETI-B.ST,Sweden,Getinge,,GETI B,88.0
GIG SDB,GIGSDB.ST,Sweden,GiG Software,,GIG SDB,2547.0
GIGA,GIGA.OL,Norway,Gigante Salmon,,GIGA,2236.0
GIGA,GIGA.OL,Norway,Gigante Salmon,,GIGA,2288.0
GIGA,GIGA.ST,Sweden,Gigasun,,GIGA,2236.0
GIGA,GIGA.ST,Sweden,Gigasun,,GIGA,2288.0
GJF,GJF.OL,Norway,Gjensidige Forsikring,,GJF,896.0
GLA1V,GLA1V.HE,Finland,Glaston,,GLA1V,809.0
GJ,GJ.CO,Denmark,Glunz & Jensen,,GJ,1248.0
GTAB B,GTAB-B.ST,Sweden,Glycorex Transplantation,,GTAB B,577.0
GN,GN.CO,Denmark,GN Store Nord,,GN,903.0
GOFORE,GOFORE.HE,Finland,Gofore,,GOFORE,1569.0
GTG,GTG.ST,Sweden,Gold Town Games,,GTG,1350.0
GEOS,GEOS.OL,Norway,Golden Energy Offshore,,GEOS,1706.0
GOMERO,GOMERO.ST,Sweden,Gomero Group,,GOMERO,1714.0
GOMX,GOMX.ST,Sweden,GomSpace,,GOMX,1333.0
BTCX,BTCX.ST,Sweden,Goobit Group,,BTCX,2136.0
GBK,GBK.ST,Sweden,Goodbye Kansas,,GBK,1547.0
GOD,GOD.OL,Norway,Goodtech,,GOD,1064.0
GOSOL,GOSOL.ST,Sweden,Gosol Energy,,GOSOL,2521.0
GOTL A,GOTL-A.ST,Sweden,Gotlandsbolaget A,,GOTL A,2487.0
GOTL B,GOTL-B.ST,Sweden,Gotlandsbolaget B,,GOTL B,2488.0
GRANGX,GRANGX.ST,Sweden,Grangex,,GRANGX,582.0
GREAT,GREAT.ST,Sweden,Greater Than,,GREAT,459.0
GREEN,GREEN.ST,Sweden,Green Landscaping,,GREEN,1678.0
GEM,GEM.OL,Norway,Green Minerals,,GEM,2116.0
GMERC B,GMERC-B.ST,Sweden,Greenmerc,,GMERC B,2534.0
GREENM,GREENM.CO,Denmark,GreenMobility,,GREENM,1529.0
GSF,GSF.OL,Norway,Grieg Seafood,,GSF,1065.0
GRK,GRK.HE,Finland,GRK Infra,,GRK,2575.0
GRONG,GRONG.OL,Norway,Grong Sparebank,,GRONG,1592.0
VISC,VISC.ST,Sweden,Gruvaktiebolaget Viscaria,,VISC,312.0
GRNG,GRNG.ST,Sweden,Gränges,,GRNG,426.0
GRLA,GRLA.CO,Denmark,Grönlandsbanken,,GRLA,1249.0
GUARD,GUARD.ST,Sweden,Guard Therapeutics,,GUARD,483.0
GUBRA,GUBRA.CO,Denmark,Gubra,,GUBRA,2506.0
GGEO,GGEO.ST,Sweden,Guideline Geo,,GGEO,580.0
GULD,GULD.ST,Sweden,Guldbrev,,GULD,2602.0
GJAB,GJAB.ST,Sweden,Gullberg & Jansson,,GJAB,511.0
GYL,GYL.OL,Norway,Gyldendal,,GYL,1139.0
GYLD A,GYLD-A.CO,Denmark,Gyldendal A,,GYLD A,1656.0
GYLD B,GYLD-B.CO,Denmark,Gyldendal B,,GYLD B,1250.0
HLUN A,HLUN-A.CO,Denmark,H. Lundbeck A,,HLUN A,2409.0
HLUN B,HLUN-B.CO,Denmark,H. Lundbeck B,,HLUN B,942.0
H100,H100.ST,Sweden,H100 Group,,H100,1883.0
HACK,HACK.ST,Sweden,Hacksaw,,HACK,2585.0
HAFNI,HAFNI.OL,Norway,Hafnia Limited,,HAFNI,1889.0
HAKI A,HAKI-A.ST,Sweden,HAKI Safety A,,HAKI A,1621.0
HAKI B,HAKI-B.ST,Sweden,HAKI Safety B,,HAKI B,142.0
HAMLET B,HAMLET-B.ST,Sweden,Hamlet BioPharma,,HAMLET B,917.0
SHB A,SHB-A.ST,Sweden,Handelsbanken A,,SHB A,204.0
SHB B,SHB-B.ST,Sweden,Handelsbanken B,,SHB B,1612.0
HNSA,HNSA.ST,Sweden,Hansa Biopharma,,HNSA,301.0
HANZA,HANZA.ST,Sweden,Hanza,,HANZA,403.0
HARB B,HARB-B.CO,Denmark,Harboes Bryggeri,,HARB B,1252.0
HARVIA,HARVIA.HE,Finland,Harvia,,HARVIA,1681.0
HGSB,HGSB.OL,Norway,Haugesund Sparebank,,HGSB,2543.0
HAV,HAV.OL,Norway,Hav Group,,HAV,2090.0
HKY,HKY.OL,Norway,Havila Kystruten,,HKY,2266.0
HAVI,HAVI.OL,Norway,Havila Shipping,,HAVI,1066.0
HAV B,HAV-B.ST,Sweden,Havsfrun Investment,,HAV B,94.0
HAYPP,HAYPP.ST,Sweden,Haypp Group,,HAYPP,2280.0
SX201010PI,SX201010PI.ST,Sweden,Health Care Providers,,SX201010PI,2446.0
HEBA B,HEBA-B.ST,Sweden,Heba,,HEBA B,95.0
HEGR,HEGR.ST,Sweden,Hedera,,HEGR,585.0
HEIM PREF,HEIMPREF.ST,Sweden,Heimstaden Pref,,HEIM PREF,752.0
HELIO,HELIO.ST,Sweden,Heliospectra,,HELIO,404.0
HEM,HEM.ST,Sweden,Hemnet,,HEM,2127.0
HMPLY,HMPLY.ST,Sweden,Hemply Balance,,HMPLY,2137.0
HM B,HM-B.ST,Sweden,Hennes & Mauritz,,HM B,97.0
HRTIS,HRTIS.HE,Finland,Herantis Pharma,,HRTIS,991.0
HERMA,HERMA.OL,Norway,Hermana Holding,,HERMA,2538.0
HERNO B,HERNO-B.ST,Sweden,Hernö Gin,,HERNO B,2537.0
HEXA B,HEXA-B.ST,Sweden,Hexagon,,HEXA B,98.0
HEX,HEX.OL,Norway,Hexagon Composites,,HEX,1067.0
HPUR,HPUR.OL,Norway,Hexagon Purus,,HPUR,2053.0
HTRO,HTRO.ST,Sweden,Hexatronic,,HTRO,405.0
HEXI,HEXI.ST,Sweden,Hexicon,,HEXI,2200.0
HPOL B,HPOL-B.ST,Sweden,Hexpol,,HPOL B,99.0
HFRTO B,HFRTO-B.ST,Sweden,HF Reverse,,HFRTO B,2598.0
HH,HH.CO,Denmark,HH International,,HH,1251.0
HIAB,HIAB.HE,Finland,Hiab,,HIAB,674.0
HIGHCO B,HIGHCO-B.ST,Sweden,High Coast Distillery,,HIGHCO B,2385.0
HILB B,HILB-B.ST,Sweden,Hilbert Group,,HILB B,2287.0
HSHP,HSHP.OL,Norway,Himalaya Shipping,,HSHP,2355.0
HKFOODS,HKFOODS.HE,Finland,HKFoods,,HKFOODS,722.0
HMS,HMS.ST,Sweden,HMS Networks,,HMS,101.0
HBC,HBC.OL,Norway,Hofseth BioCare,,HBC,1163.0
HOFI,HOFI.ST,Sweden,Hoist Finance,,HOFI,742.0
HSPG,HSPG.OL,Norway,Holand Og Setskog Sparebank,,HSPG,2434.0
HOLDFL,HOLDFL.ST,Sweden,Holdflight,,HOLDFL,971.0
HOLM A,HOLM-A.ST,Sweden,Holmen A,,HOLM A,1613.0
HOLM B,HOLM-B.ST,Sweden,Holmen B,,HOLM B,102.0
HOME B,HOME-B.ST,Sweden,HomeMaid,,HOME B,534.0
HONBS,HONBS.HE,Finland,Honkarakenne,,HONBS,819.0
HOODIN,HOODIN.ST,Sweden,Hoodin,,HOODIN,1755.0
HRGI,HRGI.OL,Norway,Horisont Energi,,,
HOTEL,HOTEL.ST,Sweden,Hotel Fast,,HOTEL,400.0
SX402020PI,SX402020PI.ST,Sweden,Household Goods,,SX402020PI,1989.0
HOVE,HOVE.CO,Denmark,Hove,,HOVE,2316.0
HUDL,HUDL.OL,Norway,Huddlestock Fintech,,HUDL,2039.0
HDLY,HDLY.OL,Norway,Huddly,,HDLY,2091.0
HUFV A,HUFV-A.ST,Sweden,Hufvudstaden A,,HUFV A,103.0
HUH1V,HUH1V.HE,Finland,Huhtamäki,,HUH1V,679.0
HULT B,HULT-B.ST,Sweden,Hultström,,HULT B,303.0
HUM,HUM.ST,Sweden,Humana,,HUM,1010.0
HUMBLE,HUMBLE.ST,Sweden,Humble Group,,HUMBLE,431.0
HUNTER,HUNTER.ST,Sweden,Hunter Capital,,HUNTER,1940.0
HUNT,HUNT.OL,Norway,Hunter Group,,HUNT,1160.0
HUSCO,HUSCO.CO,Denmark,HusCompagniet,,HUSCO,2037.0
HUSQ A,HUSQ-A.ST,Sweden,Husqvarna A,,HUSQ A,1615.0
HUSQ B,HUSQ-B.ST,Sweden,Husqvarna B,,HUSQ B,104.0
HVID,HVID.CO,Denmark,Hvidbjerg Bank,,HVID,1253.0
HYCO,HYCO.ST,Sweden,Hybricon,,HYCO,877.0
HYPRO,HYPRO.OL,Norway,HydrogenPro,,HYPRO,2003.0
HYN,HYN.OL,Norway,Hynion,,HYN,2139.0
HAUTO,HAUTO.OL,Norway,Höegh Autoliners,,HAUTO,2344.0
LOVE B,LOVE-B.ST,Sweden,I Love Lund,,LOVE B,2440.0
ISLAX,ISLAX.OL,Norway,Icelandic Salmon,,ISLAX,2015.0
ICO,ICO.ST,Sweden,Iconovo,,ICO,1689.0
IDEX,IDEX.OL,Norway,IDEX Biometrics,,IDEX,1070.0
IDLDX,IDLDX.ST,Sweden,IDL Diagnostics,,IDLDX,506.0
IDUN B,IDUN-B.ST,Sweden,Idun Industrier,,IDUN B,2108.0
ABI,ABI.ST,Sweden,Igrene,,ABI,450.0
ILKKA1,ILKKA1.HE,Finland,Ilkka 1,,ILKKA1,1642.0
ILKKA2,ILKKA2.HE,Finland,Ilkka 2,,ILKKA2,820.0
IS,IS.ST,Sweden,Image Systems,,IS,108.0
IMHO B,IMHO-B.ST,Sweden,IMHO Intermedia House,,IMHO B,2418.0
IMMNOV,IMMNOV.ST,Sweden,Immunovia,,IMMNOV,924.0
IMPC,IMPC.ST,Sweden,Impact Coatings,,IMPC,304.0
IMPERO,IMPERO.CO,Denmark,Impero,,IMPERO,2154.0
IMP A SDB,IMPASDB.ST,Sweden,Implantica,,IMP A SDB,1972.0
ICP1V,ICP1V.HE,Finland,Incap,,ICP1V,821.0
INCOAX,INCOAX.ST,Sweden,InCoax Networks,,INCOAX,1779.0
INDERES,INDERES.HE,Finland,Inderes,,INDERES,2278.0
INDCT,INDCT.OL,Norway,Induct,,INDCT,1184.0
SX502040PI,SX502040PI.ST,Sweden,Industrial Engineering,,SX502040PI,2460.0
SX5020PI,SX5020PI.ST,Sweden,Industrial Goods & Services,,SX5020PI,2463.0
SX551010PI,SX551010PI.ST,Sweden,Industrial Materials,,SX551010PI,2464.0
SX551020PI,SX551020PI.ST,Sweden,Industrial Metals & Mining,,SX551020PI,2465.0
SX502050PI,SX502050PI.ST,Sweden,Industrial Support Services,,SX502050PI,2461.0
SX502060PI,SX502060PI.ST,Sweden,Industrial Transportation,,SX502060PI,2462.0
INDU A,INDU-A.ST,Sweden,Industrivärden A,,INDU A,1616.0
INDU C,INDU-C.ST,Sweden,Industrivärden C,,INDU C,109.0
INDT,INDT.ST,Sweden,Indutrade,,INDT,110.0
IBT B,IBT-B.ST,Sweden,Infant Bacterial,,IBT B,1075.0
INFRA,INFRA.ST,Sweden,Infracom,,INFRA,1659.0
INFREA,INFREA.ST,Sweden,Infrea,,INFREA,1691.0
ISAB,ISAB.ST,Sweden,Inhalation Sciences,,ISAB,1522.0
INIFY,INIFY.OL,Norway,Inify Laboratories,,INIFY,2406.0
ININ,ININ.OL,Norway,ININ Group,,ININ,1960.0
INISS B,INISS-B.ST,Sweden,Inission,,INISS B,754.0
INIT,INIT.ST,Sweden,Initiator Pharma,,INIT,1412.0
INSP,INSP.ST,Sweden,Insplorion,,INSP,784.0
INSTA,INSTA.OL,Norway,Instabank,,INSTA,1966.0
INSTAL,INSTAL.ST,Sweden,Instalco,,INSTAL,1437.0
SX3030PI,SX3030PI.ST,Sweden,Insurance,,SX3030PI,2449.0
INTEA B,INTEA-B.ST,Sweden,Intea Fastigheter B,,INTEA B,2557.0
INTEA D,INTEA-D.ST,Sweden,Intea Fastigheter D,,INTEA D,2558.0
IWS,IWS.OL,Norway,Integrated Wind,,IWS,2115.0
INTEG B,INTEG-B.ST,Sweden,Integrum,,INTEG B,1455.0
INT,INT.ST,Sweden,Intellego Technologies,,INT,2212.0
IPCO,IPCO.ST,Sweden,International Petroleum,,IPCO,1443.0
IOX,IOX.OL,Norway,InterOil Exploration,,IOX,1071.0
IVACC,IVACC.ST,Sweden,Intervacc,,IVACC,1436.0
INTRUM,INTRUM.ST,Sweden,Intrum,,INTRUM,112.0
IMS,IMS.ST,Sweden,Invent Medic,,IMS,986.0
SX302020PI,SX302020PI.ST,Sweden,Investment Banking,,SX302020PI,2448.0
INVE A,INVE-A.ST,Sweden,Investor A,,INVE A,1617.0
INVE B,INVE-B.ST,Sweden,Investor B,,INVE B,113.0
