periods,hit_rate,max_drawdown,sharpe_ann,deflated_sharpe_prob,turnover,share_cash,selection_stability,terminal_nav,mode
175,0.5662650602409639,-0.5991974629800043,0.7050515624249831,1.0,0.2471264367816092,0.05142857142857143,0.7528735632183908,18.839592341946794,baseline
175,0.5636363636363636,-0.5991974629800043,0.693379001243574,1.0,0.2471264367816092,0.05714285714285714,0.7528735632183908,17.639024868850314,change1_quality
175,0.5789473684210527,-0.6792499762796166,0.6910238163743025,1.0,0.2471264367816092,0.13142857142857142,0.7528735632183908,17.50602981560321,change2_value
175,0.5789473684210527,-0.6792499762796166,0.6910238163743025,1.0,0.2471264367816092,0.13142857142857142,0.7528735632183908,17.50602981560321,v2
