action_baseline,k_baseline,ticker_baseline,company_baseline,quality_score_baseline,mos_baseline,mode_baseline,period,date_baseline,ret_baseline,action_change1_quality,k_change1_quality,ticker_change1_quality,company_change1_quality,quality_score_change1_quality,mos_change1_quality,mode_change1_quality,date_change1_quality,ret_change1_quality,action_change2_value,k_change2_value,ticker_change2_value,company_change2_value,quality_score_change2_value,mos_change2_value,mode_change2_value,date_change2_value,ret_change2_value,action_v2,k_v2,ticker_v2,company_v2,quality_score_v2,mos_v2,mode_v2,date_v2,ret_v2
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2020-02,2020-02-28,-0.03311258194493727,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2020-02-28,-0.03311258194493727,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2020-02-28,-0.03311258194493727,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2020-02-28,-0.03311258194493727
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2020-03,2020-03-31,0.011130097503398328,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2020-03-31,0.011130097503398328,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2020-03-31,0.011130097503398328,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2020-03-31,0.011130097503398328
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2020-04,2020-04-30,0.1176968815027104,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2020-04-30,0.1176968815027104,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2020-04-30,0.1176968815027104,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2020-04-30,0.1176968815027104
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2020-05,2020-05-29,-0.13863638675574086,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2020-05-29,-0.13863638675574086,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2020-05-29,-0.13863638675574086,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2020-05-29,-0.13863638675574086
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2020-06,2020-06-30,-0.03957783747389598,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2020-06-30,-0.03957783747389598,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2020-06-30,-0.03957783747389598,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2020-06-30,-0.03957783747389598
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2020-07,2020-07-31,0.13871551207991906,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2020-07-31,0.13871551207991906,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2020-07-31,0.13871551207991906,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2020-07-31,0.13871551207991906
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2020-08,2020-08-31,0.015126076065191674,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2020-08-31,0.015126076065191674,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2020-08-31,0.015126076065191674,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2020-08-31,0.015126076065191674
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2020-09,2020-09-30,-0.11754970379886986,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2020-09-30,-0.11754970379886986,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2020-09-30,-0.11754970379886986,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2020-09-30,-0.11754970379886986
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2020-10,2020-10-30,0.2346897349494541,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2020-10-30,0.2346897349494541,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2020-10-30,0.2346897349494541,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2020-10-30,0.2346897349494541
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2020-11,2020-11-30,-0.07466438023776856,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2020-11-30,-0.07466438023776856,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2020-11-30,-0.07466438023776856,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2020-11-30,-0.07466438023776856
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2020-12,2020-12-30,-0.12892814065076585,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2020-12-30,-0.12892814065076585,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2020-12-30,-0.12892814065076585,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2020-12-30,-0.12892814065076585
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-01,2021-01-29,0.01078900508022862,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-01-29,0.01078900508022862,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-01-29,0.01078900508022862,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-01-29,0.01078900508022862
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-02,2021-02-26,0.13342226883120656,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-02-26,0.13342226883120656,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-02-26,0.13342226883120656,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-02-26,0.13342226883120656
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-03,2021-03-31,0.032960658174227,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-03-31,0.032960658174227,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-03-31,0.032960658174227,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-03-31,0.032960658174227
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-04,2021-04-30,0.181135804102462,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-04-30,0.181135804102462,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-04-30,0.181135804102462,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-04-30,0.181135804102462
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-05,2021-05-31,0.023555168941562954,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-05-31,0.023555168941562954,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-05-31,0.023555168941562954,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-05-31,0.023555168941562954
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-06,2021-06-30,-0.03677344588256104,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-06-30,-0.03677344588256104,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-06-30,-0.03677344588256104,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-06-30,-0.03677344588256104
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-07,2021-07-30,-0.06528890698241085,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-07-30,-0.06528890698241085,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-07-30,-0.06528890698241085,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-07-30,-0.06528890698241085
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-08,2021-08-31,0.034482841342625914,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-08-31,0.034482841342625914,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-08-31,0.034482841342625914,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-08-31,0.034482841342625914
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-09,2021-09-30,0.15205117746633134,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-09-30,0.15205117746633134,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-09-30,0.15205117746633134,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-09-30,0.15205117746633134
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2021-10,2021-10-29,-0.3383494997487485,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2021-10-29,-0.3383494997487485,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2021-10-29,-0.3383494997487485,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2021-10-29,-0.3383494997487485
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-11,2021-11-30,0.0017199879860341216,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-11-30,0.0017199879860341216,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-11-30,0.0017199879860341216,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-11-30,0.0017199879860341216
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2021-12,2021-12-30,-0.12435626521129639,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2021-12-30,-0.12435626521129639,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2021-12-30,-0.12435626521129639,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2021-12-30,-0.12435626521129639
BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,baseline,2022-01,2022-01-31,-0.03537295156730913,BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,change1_quality,2022-01-31,-0.03537295156730913,CASH,CASH,CASH,CASH,,,change2_value,2022-01-31,0.0,CASH,CASH,CASH,CASH,,,v2,2022-01-31,0.0
BUY,KOJAMO,KOJAMO,Kojamo,0.05247619766689712,0.9915008315650626,baseline,2022-02,2022-02-28,0.06806314306051164,CASH,CASH,CASH,CASH,,,change1_quality,2022-02-28,0.0,CASH,CASH,CASH,CASH,,,change2_value,2022-02-28,0.0,CASH,CASH,CASH,CASH,,,v2,2022-02-28,0.0
BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,baseline,2022-03,2022-03-31,0.11208628133745413,BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,change1_quality,2022-03-31,0.11208628133745413,CASH,CASH,CASH,CASH,,,change2_value,2022-03-31,0.0,CASH,CASH,CASH,CASH,,,v2,2022-03-31,0.0
BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,baseline,2022-04,2022-04-29,-0.02103720935499731,BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,change1_quality,2022-04-29,-0.02103720935499731,CASH,CASH,CASH,CASH,,,change2_value,2022-04-29,0.0,CASH,CASH,CASH,CASH,,,v2,2022-04-29,0.0
BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,baseline,2022-05,2022-05-31,-0.02098948459670591,BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,change1_quality,2022-05-31,-0.02098948459670591,CASH,CASH,CASH,CASH,,,change2_value,2022-05-31,0.0,CASH,CASH,CASH,CASH,,,v2,2022-05-31,0.0
BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,baseline,2022-06,2022-06-30,-0.043644748964018154,BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,change1_quality,2022-06-30,-0.043644748964018154,CASH,CASH,CASH,CASH,,,change2_value,2022-06-30,0.0,CASH,CASH,CASH,CASH,,,v2,2022-06-30,0.0
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2022-07,2022-07-29,0.029237459926692244,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2022-07-29,0.029237459926692244,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2022-07-29,0.029237459926692244,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2022-07-29,0.029237459926692244
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2022-08,2022-08-31,0.31467478868250276,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2022-08-31,0.31467478868250276,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2022-08-31,0.31467478868250276,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2022-08-31,0.31467478868250276
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2022-09,2022-09-30,0.11737625741243085,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2022-09-30,0.11737625741243085,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2022-09-30,0.11737625741243085,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2022-09-30,0.11737625741243085
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2022-10,2022-10-31,0.037075165094678786,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2022-10-31,0.037075165094678786,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2022-10-31,0.037075165094678786,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2022-10-31,0.037075165094678786
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2022-11,2022-11-30,0.0,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2022-11-30,0.0,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2022-11-30,0.0,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2022-11-30,0.0
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2022-12,2022-12-30,0.05660382075846937,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2022-12-30,0.05660382075846937,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2022-12-30,0.05660382075846937,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2022-12-30,0.05660382075846937
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-01,2023-01-31,0.0545112343908436,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-01-31,0.0545112343908436,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-01-31,0.0545112343908436,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-01-31,0.0545112343908436
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-02,2023-02-28,-0.0427807090278044,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-02-28,-0.0427807090278044,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-02-28,-0.0427807090278044,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-02-28,-0.0427807090278044
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-03,2023-03-31,0.06238358336175409,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-03-31,0.06238358336175409,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-03-31,0.06238358336175409,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-03-31,0.06238358336175409
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-04,2023-04-28,0.16827348671692977,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-04-28,0.16827348671692977,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-04-28,0.16827348671692977,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-04-28,0.16827348671692977
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-05,2023-05-31,-0.08252062826831985,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-05-31,-0.08252062826831985,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-05-31,-0.08252062826831985,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-05-31,-0.08252062826831985
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-06,2023-06-30,-0.036794766048334315,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-06-30,-0.036794766048334315,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-06-30,-0.036794766048334315,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-06-30,-0.036794766048334315
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-07,2023-07-31,0.08998294202139578,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-07-31,0.08998294202139578,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-07-31,0.08998294202139578,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-07-31,0.08998294202139578
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-08,2023-08-31,0.1908099779175365,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-08-31,0.1908099779175365,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-08-31,0.1908099779175365,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-08-31,0.1908099779175365
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-09,2023-09-29,-0.04251144708613008,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-09-29,-0.04251144708613008,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-09-29,-0.04251144708613008,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-09-29,-0.04251144708613008
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-10,2023-10-31,0.14754103144832387,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-10-31,0.14754103144832387,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-10-31,0.14754103144832387,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-10-31,0.14754103144832387
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-11,2023-11-30,0.11071432204473597,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-11-30,0.11071432204473597,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-11-30,0.11071432204473597,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-11-30,0.11071432204473597
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2023-12,2023-12-29,0.26527330322025855,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2023-12-29,0.26527330322025855,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2023-12-29,0.26527330322025855,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2023-12-29,0.26527330322025855
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-01,2024-01-31,0.4061837840632583,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-01-31,0.4061837840632583,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-01-31,0.4061837840632583,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-01-31,0.4061837840632583
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-02,2024-02-29,0.026355421686746983,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-02-29,0.026355421686746983,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-02-29,0.026355421686746983,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-02-29,0.026355421686746983
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-03,2024-03-28,-0.07116654438738079,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-03-28,-0.07116654438738079,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-03-28,-0.07116654438738079,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-03-28,-0.07116654438738079
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-04,2024-04-30,0.010268562401263726,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-04-30,0.010268562401263726,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-04-30,0.010268562401263726,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-04-30,0.010268562401263726
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-05,2024-05-31,0.3956215793588742,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-05-31,0.3956215793588742,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-05-31,0.3956215793588742,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-05-31,0.3956215793588742
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-06,2024-06-28,0.04201680672268915,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-06-28,0.04201680672268915,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-06-28,0.04201680672268915,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-06-28,0.04201680672268915
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-07,2024-07-31,-0.04677419354838708,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-07-31,-0.04677419354838708,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-07-31,-0.04677419354838708,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-07-31,-0.04677419354838708
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2024-08,2024-08-30,-0.08291032148900168,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2024-08-30,-0.08291032148900168,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2024-08-30,-0.08291032148900168,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2024-08-30,-0.08291032148900168
