dataset,market,ins_id,file_path,status,rows,fetched_at,attempts,last_error,source
prices,NO,2423,prices__NO__2423.parquet,ok,2505,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2424,prices__NO__2424.parquet,ok,2504,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2427,prices__NO__2427.parquet,ok,2504,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2428,prices__NO__2428.parquet,ok,2505,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2429,prices__NO__2429.parquet,ok,2504,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2430,prices__NO__2430.parquet,ok,2505,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2431,prices__NO__2431.parquet,ok,2505,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2432,prices__NO__2432.parquet,ok,2505,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2433,prices__NO__2433.parquet,ok,2505,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2434,prices__NO__2434.parquet,ok,2506,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2435,prices__NO__2435.parquet,ok,2505,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2436,prices__NO__2436.parquet,ok,2506,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2437,prices__NO__2437.parquet,ok,2505,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2438,prices__NO__2438.parquet,ok,2178,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2439,prices__NO__2439.parquet,ok,2101,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2442,prices__NO__2442.parquet,ok,844,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2480,prices__NO__2480.parquet,ok,856,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2493,prices__NO__2493.parquet,ok,795,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2494,prices__NO__2494.parquet,ok,796,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2508,prices__NO__2508.parquet,ok,694,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2509,prices__NO__2509.parquet,ok,702,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2511,prices__NO__2511.parquet,ok,667,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2515,prices__NO__2515.parquet,ok,596,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2518,prices__NO__2518.parquet,ok,566,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2527,prices__NO__2527.parquet,ok,451,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2530,prices__NO__2530.parquet,ok,437,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2531,prices__NO__2531.parquet,ok,428,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2535,prices__NO__2535.parquet,ok,423,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2538,prices__NO__2538.parquet,ok,419,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2540,prices__NO__2540.parquet,ok,409,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2543,prices__NO__2543.parquet,ok,406,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2549,prices__NO__2549.parquet,ok,358,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2562,prices__NO__2562.parquet,ok,289,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2563,prices__NO__2563.parquet,ok,287,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2565,prices__NO__2565.parquet,ok,302,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2566,prices__NO__2566.parquet,ok,322,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2578,prices__NO__2578.parquet,ok,235,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2583,prices__NO__2583.parquet,ok,172,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2584,prices__NO__2584.parquet,ok,190,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2587,prices__NO__2587.parquet,ok,158,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2594,prices__NO__2594.parquet,ok,96,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2597,prices__NO__2597.parquet,ok,95,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2600,prices__NO__2600.parquet,ok,124,2026-02-20T08:37:23.636157+00:00,1,,api
prices,NO,2605,prices__NO__2605.parquet,ok,68,2026-02-20T08:37:23.636157+00:00,1,,api
